timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
5006000,0.0,0.0,0.0,1
5101000,0.0,0.0,0.0,1
6008000,0.0,0.0,0.0,1
6920000,0.0,0.0,0.0,1
7921000,0.0,0.0,0.0,1
8928000,0.0,0.0,0.0,1
9941000,0.0,0.0,0.0,1
10940000,0.0,0.0,0.0,1
11947000,0.0,0.0,0.0,1
12940000,0.0,0.0,0.0,1
13948000,0.0,0.0,0.0,1
14957000,0.0,0.0,0.0,1
15957000,0.0,0.0,0.0,1
16960000,0.0,0.0,0.0,1
17955000,0.0,0.0,0.0,1
18960000,0.0,0.0,0.0,1
19956000,0.0,0.0,0.0,1
20956000,0.0,0.0,0.0,1
21960000,0.0,0.0,0.0,1
22460000,0.0,0.0,0.0,1
38577000,0.0,0.0,0.0,1
38677000,0.0,0.0,0.0,1
39577000,0.0,0.0,0.0,1
40577000,0.0,0.0,0.0,1
