timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
5004000,0.0,0.0,0.0,1
5104000,0.0,0.0,0.0,1
5908000,0.0,0.0,0.0,1
6916000,0.0,0.0,0.0,1
7932000,0.0,0.0,0.0,1
8944000,0.0,0.0,0.0,1
9976000,0.0,0.0,0.0,1
10972000,0.0,0.0,0.0,1
12000000,0.0,0.0,0.0,1
12920000,0.0,0.0,0.0,1
13916000,0.0,0.0,0.0,1
14928000,0.0,0.0,0.0,1
15936000,0.0,0.0,0.0,1
16952000,0.0,0.0,0.0,1
17964000,0.0,0.0,0.0,1
18988000,0.0,0.0,0.0,1
19988000,0.0,0.0,0.0,1
21004000,0.0,0.0,0.0,1
21924000,0.0,0.0,0.0,1
22940000,0.0,0.0,0.0,1
23960000,0.0,0.0,0.0,1
24976000,0.0,0.0,0.0,1
25992000,0.0,0.0,0.0,1
26984000,0.0,0.0,0.0,1
27996000,0.0,0.0,0.0,1
29000000,0.0,0.0,0.0,1
29404000,0.0,0.0,0.0,1
