timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
5004000,0.0,0.0,0.0,1
5104000,0.0,0.0,0.0,1
6000000,0.0,0.0,0.0,1
7000000,0.0,0.0,0.0,1
8000000,0.0,0.0,0.0,1
9004000,0.0,0.0,0.0,1
9908000,0.0,0.0,0.0,1
10920000,0.0,0.0,0.0,1
11920000,0.0,0.0,0.0,1
12932000,0.0,0.0,0.0,1
13940000,0.0,0.0,0.0,1
14944000,0.0,0.0,0.0,1
15940000,0.0,0.0,0.0,1
16951000,0.0,0.0,0.0,1
17960000,0.0,0.0,0.0,1
18960000,0.0,0.0,0.0,1
19975000,0.0,0.0,0.0,1
20076000,0.0,0.0,0.0,1
42424000,0.0,0.0,0.0,1
42532000,0.0,0.0,0.0,1
