timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
5005000,0.0,0.0,0.0,1
5104000,0.0,0.0,0.0,1
5925000,0.0,0.0,0.0,1
6924000,0.0,0.0,0.0,1
7935000,0.0,0.0,0.0,1
8980000,0.0,0.0,0.0,1
9984000,0.0,0.0,0.0,1
11000000,0.0,0.0,0.0,1
12008000,0.0,0.0,0.0,1
12916000,0.0,0.0,0.0,1
13933000,0.0,0.0,0.0,1
14935000,0.0,0.0,0.0,1
15940000,0.0,0.0,0.0,1
16948000,0.0,0.0,0.0,1
17968000,0.0,0.0,0.0,1
18784000,0.0,0.0,0.0,1
47176000,0.0,0.0,0.0,1
47272000,0.0,0.0,0.0,1
48176000,0.0,0.0,0.0,1
49096000,0.0,0.0,0.0,1
